V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Class
11,-2.463,-1.264,1.15,0.234,1.833,0.066,0.738,-1.382,-0.498,hid
10,-4.717,-0.682,0.532,-0.48,0.731,0.174,0.493,0.635,-0.473,hud
5,-2.85,-0.792,0.482,-0.365,0.046,-0.029,-0.761,-0.251,0.113,hAd
6,-2.659,-0.687,0.697,1.081,1.045,-0.149,0.184,-0.927,0.327,hId
2,-2.679,-0.09,2.003,-1.009,0.038,-0.822,1.232,0.128,0.72,hOd
7,-3.631,-0.719,0.13,-0.065,0.348,-0.061,0.555,-0.594,0.806,hAd
8,-2.895,-0.151,0.218,-0.689,1.118,-0.264,0.922,0.757,0.327,hed
4,-2.923,-0.231,-0.307,0.075,0.265,0.403,0.691,-1.012,-0.157,hed
5,-3.246,-0.867,-0.205,-0.316,0.808,0.824,0.062,-0.118,-0.749,hOd
2,-2.155,-0.393,1.354,-1.045,0.646,-0.246,1.279,-0.396,0.177,had
11,-2.458,-0.359,0.376,-0.244,0.134,-0.163,0.298,0.444,-0.711,had
6,-2.93,-0.7,0.206,-0.088,0.153,0.142,-0.031,-1.437,0.615,hed
7,-4.181,0.736,1.286,0.724,-0.511,-1.126,-0.45,-0.648,0.995,hId
5,-3.086,-0.627,1.508,0.338,0.747,-0.479,-0.323,-1.087,0.645,hEd
6,-3.098,-0.316,-0.322,-1.082,0.285,0.445,0.847,-0.951,-0.707,hOd
9,-4.13,-1.141,0.183,-0.498,1.324,-0.399,0.675,-0.339,-0.694,hUd
8,-3.81,0.527,0.478,-0.972,0.945,-0.28,0.719,0.482,0.829,hUd
6,-2.64,-0.345,-0.23,-1.649,0.064,0.275,0.952,-0.651,-0.571,hYd
3,-2.026,-0.526,-0.131,0.266,-0.055,0.084,0.063,0.047,-0.691,hAd
10,-2.434,-1.341,-0.411,0.372,0.843,-0.022,0.336,0.123,-0.747,had
9,-2.521,-0.954,0.232,-0.918,0.253,-0.094,0.833,-0.704,-0.092,had
2,-2.53,-0.936,1.21,-1.154,1.316,-0.267,1.149,0.226,-0.77,hed
6,-2.569,-0.841,0.732,1.112,0.961,-0.075,0.148,-0.893,0.314,hId
13,-2.902,-1.199,0.234,-0.821,1.257,0.263,-0.075,-1.103,0.417,hYd
2,-1.123,-1.954,0.563,-0.465,1.983,0.027,1.614,-0.568,0.007,hId
3,-1.495,-1.134,-0.249,-0.37,1.286,0.348,0.854,0.313,-0.376,hId
0,-3.141,-1.131,0.941,-0.759,1.224,-0.354,0.016,-0.218,-0.568,hYd
0,-3.032,-1.141,0.737,-0.834,1.386,-0.575,0.679,-0.018,-0.823,hed
10,-2.464,-0.975,-0.651,0.158,1.047,-0.145,0.203,0.246,-0.745,had
13,-3.097,-0.173,1.392,-0.613,-0.143,-0.014,-0.565,-0.065,1.129,hEd
8,-4.717,0.853,1.98,-0.546,0.688,-0.434,-0.424,-0.636,1.245,hud
0,-2.69,-1.261,0.674,-0.964,1.449,-0.593,1.005,-0.303,-0.541,hed
1,-3.941,0.486,-0.506,-1.12,0.101,0.297,0.711,-0.078,0.648,hod
4,-2.555,-0.8,-0.233,-0.078,0.244,0.771,-0.112,-0.707,0.165,had
3,-1.933,-1.015,0.27,0.199,0.78,0.192,0.706,-0.446,-0.595,hEd
12,-2.021,-0.416,-0.116,0.094,-0.033,-0.4,-0.08,-0.136,0.069,hAd
13,-4.689,1.312,1.802,0.313,-0.405,-0.663,0.106,-0.325,0.838,hid
9,-2.937,-1.291,0.355,-0.372,0.57,0.045,0.452,-0.705,-0.263,had
14,-3.074,-1.47,-0.379,0.233,0.789,-0.099,-0.135,-0.395,0.572,hYd
4,-3.118,0.377,1.447,0.868,0.407,-0.915,-0.546,-0.637,0.169,hId
2,-0.941,-2.02,0.314,-0.679,1.897,0.028,1.504,-0.632,0.111,hId
5,-4.788,-0.71,0.3,0.366,-0.121,0.403,-0.016,0.124,-1.32,hud
1,-1.672,-0.833,-0.577,-0.363,0.84,0.18,0.682,-0.124,-0.109,hEd
2,-4.17,-0.389,1.211,-1.011,0.57,0.543,0.218,1.206,0.044,hud
5,-2.591,-0.659,-0.016,-0.673,0.588,0.084,0.182,-0.094,-0.372,had
8,-2.889,0.409,0.61,-1.018,0.992,0.005,0.518,-0.027,-0.326,had
3,-1.764,-1.001,0.197,0.3,0.66,0.159,0.557,-0.301,-0.65,hEd
9,-2.914,-1.567,0.067,-1.051,1.207,0.006,0.289,-0.325,-0.343,hYd
6,-2.512,-0.171,-0.385,-1.495,0.381,0.067,0.899,-0.902,-0.412,hYd
3,-2.554,0.812,0.367,-1.208,-0.352,-0.252,0.894,0.05,0.084,hYd
7,-3.962,-1.29,0.531,-0.17,0.528,0.282,-0.149,-0.603,1.139,had
0,-3.604,-0.836,1.786,-0.153,1.642,-0.096,0.488,-0.524,-1.003,hid
10,-3.337,-0.79,2.129,-0.058,2.079,0.295,0.246,-0.687,-1.241,hid
12,-1.959,-0.089,-0.262,-0.013,0.019,-0.233,-0.068,-0.268,-0.022,hAd
9,-3.339,-0.747,1.505,-0.068,1.007,-0.017,0.377,-0.775,-0.899,hId
14,-3.674,0.038,1.604,0.907,1.045,-0.166,-0.295,-1.13,0.594,hId
6,-4.107,0.206,-0.811,0.334,0.633,0.402,1.097,-1.327,-0.04,hUd
0,-2.289,-1.616,0.987,-0.876,1.044,-0.549,0.196,-0.07,-0.814,hAd
13,-4.08,-0.28,1.876,0.72,-0.292,-0.537,-0.54,-0.663,0.238,hud
8,-2.696,0.436,0.657,-1.161,0.805,0.062,0.575,0.182,-0.334,had
10,-2.79,0.036,-0.44,-0.604,0.811,0.098,0.723,0.134,-0.91,hYd
12,-4.513,0.068,0.05,-0.484,0.341,-0.257,1.302,-0.517,-1.057,hud
11,-4.028,-0.648,1.478,-0.048,2.108,-0.146,0.467,-0.654,-0.193,hud
8,-2.592,0.267,0.38,-0.777,0.487,-0.206,0.733,0.592,-0.403,had
8,-3.073,0.949,1.541,-1.058,0.272,-0.961,0.449,0.619,0.969,hOd
13,-3.847,-1.521,-0.465,-0.23,1.067,-0.02,0.005,-0.577,-0.509,hod
3,-3.566,0.94,1.829,-1.224,0.178,-1.454,0.92,0.767,1.059,hod
6,-2.282,-0.798,1.286,0.308,0.01,-0.411,-0.61,-0.266,0.584,hEd
10,-3.015,0.996,-0.455,-1.514,0.047,0.864,0.468,0.657,-0.343,hOd
5,-3.844,-0.19,1.685,0.617,1.245,-0.811,-0.506,-1.128,0.076,hId
0,-2.287,-1.498,1.012,-1.053,1.06,-0.567,0.235,-0.091,-0.795,hAd
6,-2.415,-0.285,0.085,-0.902,0.283,0.302,0.247,-1.207,0.371,had
7,-4.393,0.57,1.397,0.293,-0.836,-0.966,-0.461,-0.277,1.184,hId
2,-2.125,-0.415,1.458,-0.985,0.52,-0.344,1.249,-0.37,0.145,had
9,-2.785,-1.924,0.225,-0.985,1.076,0.07,-0.071,-0.257,-0.135,hYd
9,-2.8,-1.726,0.036,-0.941,1.039,0.191,0.044,-0.165,-0.234,hYd
1,-4.275,0.728,0.662,0.94,1.269,0.711,0.073,-0.827,-0.655,hid
4,-4.222,0.016,-0.144,-1.132,-0.053,0.519,1.024,0.075,-0.226,hod
6,-3.096,-0.452,0.879,1.067,0.497,-0.296,-0.067,-0.973,0.711,hId
3,-1.891,-1.06,0.119,0.59,0.263,0.372,0.39,-0.376,-0.655,hEd
12,-3.44,-0.698,-0.86,-0.542,1.503,0.922,0.467,-0.183,-0.919,hod
14,-3.98,0.068,0.023,0.237,1.029,-0.189,0.521,-0.773,-0.5,hUd
9,-1.925,-0.999,0.634,-1.27,0.207,0.385,0.004,-0.141,-0.624,hAd
13,-3.004,-0.328,1.652,-0.679,0.287,-0.297,-0.695,-0.145,0.71,hEd
14,-3.119,-1.466,-0.352,-0.023,0.752,0.143,-0.231,-0.376,0.721,hYd
13,-2.964,-1.317,0.324,-0.781,1.369,0.127,-0.368,-0.677,0.493,hYd
14,-4.047,0.734,1.479,0.258,0.206,-1.117,-0.423,-0.336,0.982,hid
12,-3.396,-1.029,-0.603,-0.573,0.78,1.209,0.228,-0.673,-0.562,hod
13,-3.492,-1.734,0.705,-0.23,1.339,0.092,-0.698,-1.143,-0.05,hOd
2,-3.834,-0.183,1.518,-1.585,-0.281,-0.334,1.191,0.425,-0.104,hod
14,-3.661,0.53,1.816,0.333,0.444,-0.858,-0.732,-0.809,0.995,hid
14,-3.584,-0.062,1.646,0.787,1.134,0.096,-0.292,-1.133,0.472,hId
7,-5.143,1.216,1.898,-0.555,-0.466,-0.842,0.011,0.461,0.193,hid
6,-2.658,-0.382,-0.31,-1.64,0.081,0.276,0.884,-0.535,-0.548,hYd
7,-3.753,-0.042,1.406,0.209,-0.53,-0.52,-0.4,-0.386,1.07,hEd
10,-4.122,0.529,-0.176,-1.307,0.132,-0.279,1.353,0.458,-0.009,hod
5,-4.175,-0.446,0.988,-1.48,0.133,0.507,0.605,0.691,-0.462,hod
0,-2.635,-1.129,0.911,-1.407,1.095,-0.071,0.118,0.139,-0.685,hYd
0,-4.238,0.036,1.158,-2.127,0.554,0.12,0.823,0.565,-0.293,hod
13,-4.118,-0.2,1.616,1.106,-0.06,-0.728,-0.544,-0.912,-0.101,hud
11,-2.596,-0.208,0.208,-0.574,0.146,-0.214,0.116,0.395,-0.541,hYd
13,-3.206,-0.933,0.733,0.261,0.565,-0.225,-0.339,-0.677,0.765,had
1,-3.065,-0.461,-0.221,-0.759,-0.045,0.068,0.274,0.999,-0.331,hOd
8,-2.625,0.298,0.324,-1.05,0.746,0.067,0.603,0.342,-0.413,had
10,-4.893,-0.464,0.538,-0.327,0.496,0.27,0.47,0.742,-0.141,hud
1,-1.912,-1.455,-0.017,-0.118,0.27,-0.037,0.163,-0.027,-0.474,hAd
8,-2.505,-0.593,0.304,0.496,0.824,-0.162,0.181,-0.363,-0.764,hEd
6,-4.2,-0.31,-0.392,0.968,0.7,-0.328,0.129,-0.896,0.15,hUd
8,-2.671,-0.514,0.133,-0.964,0.234,-0.071,1.192,0.254,-0.471,hYd
14,-3.946,0.447,-0.001,0.043,0.788,-0.102,0.68,-0.637,-0.545,hUd
4,-3.293,0.522,1.48,0.249,-0.661,-0.643,-0.094,-0.132,0.198,hEd
13,-2.972,-0.293,1.609,-0.724,0.123,-0.087,-0.801,0.04,1.07,hEd
1,-2.7,-0.389,0.032,-0.958,0.44,-0.168,0.519,0.169,-0.525,hYd
9,-3.055,-1.217,1.562,0.186,2.059,0.054,0.639,-1.121,-0.757,hid
5,-3.846,-0.607,1.434,-0.072,1.13,-0.535,1.159,-0.123,-0.385,hUd
13,-4.754,1.09,1.765,0.217,-0.198,-0.782,-0.154,0.023,0.85,hid
1,-1.856,-1.011,-0.238,-0.152,1.461,0.572,0.775,0.154,-0.31,hId
8,-2.982,-0.1,0.362,-0.66,1.115,-0.305,0.859,0.637,0.344,hed
1,-2.351,0.086,-0.075,-0.426,0.125,-0.197,0.033,0.848,-0.038,had
14,-2.795,-1.259,0.79,-0.274,0.078,-0.114,0.005,-0.309,1.142,hAd
7,-3.622,-0.972,0.399,-0.402,0.527,0.271,0.373,-0.716,0.943,hAd
5,-3.901,-0.95,0.702,-0.47,1.146,-0.109,1.597,0.146,-1.197,hUd
3,-2.933,0.829,1.508,-0.517,0.069,-1.163,0.021,0.866,1.066,hOd
11,-2.318,-0.832,0.26,0.821,0.588,0.402,0.327,-0.852,-0.773,hEd
10,-4.602,-0.959,0.828,-0.298,0.315,0.423,0.57,0.387,-0.617,hud
0,-3.684,-1.728,1.611,0.1,1.393,-0.193,0.554,0.245,-0.919,hud
7,-4.058,0.157,1.136,0.385,-0.687,-0.583,-0.185,-0.3,1.177,hEd
4,-4.16,0.557,0.604,0.584,0.477,-0.272,0.784,-0.999,-0.781,hud
13,-3.455,-0.421,0.847,0.33,0.057,-0.177,-0.494,-0.786,0.951,hed
4,-3.39,0.476,1.547,0.658,1.504,-0.65,-0.604,-0.295,0.616,hid
8,-3.038,0.024,0.508,-0.737,-0.102,-0.358,0.706,0.6,-0.209,hYd
5,-3.091,-0.574,1.36,0.416,0.764,-0.48,-0.144,-1.295,0.696,hEd
12,-2.919,-0.823,-0.751,-0.416,1.045,0.609,0.18,-1.172,0.123,hOd
7,-3.001,-1.178,-0.116,-0.922,0.536,1.286,-0.506,-0.566,-0.102,hYd
3,-1.507,-1.728,0.256,-0.081,1.571,0.556,1.291,0.121,-0.456,hid
3,-1.921,-0.95,0.299,0.222,0.786,0.128,0.588,-0.462,-0.491,hEd
11,-2.855,-0.03,0.202,0.165,0.445,0.207,-0.067,-0.013,-0.712,had
0,-2.081,-1.778,0.411,-0.518,1.46,-0.576,0.735,-0.866,-0.172,hEd
2,-3.693,-0.273,1.619,-1.905,0.045,0.006,1.347,0.346,0.36,hod
8,-3.989,0.304,0.209,-1.26,-0.205,-0.735,0.862,0.551,1.114,hod
0,-3.237,-0.86,1.363,-0.251,1.915,-0.395,0.751,-0.774,-0.327,hId
6,-4.341,-0.453,-1.047,-0.469,0.51,0.618,0.801,-0.399,-0.777,hod
10,-2.6,-1.315,0.589,0.311,0.364,0.451,0.35,-0.556,-0.314,hEd
1,-1.954,-1.593,0.37,-0.136,0.022,0.034,0.321,-0.19,-0.491,hAd
1,-1.952,-1.375,0.105,-0.154,0.17,-0.047,0.336,-0.098,-0.41,hAd
7,-4.475,-0.927,-0.678,0.599,0.445,0.224,0.103,-1.336,-0.192,hUd
1,-4.267,0.172,0.028,-0.827,0.532,0.099,0.326,0.34,0.696,hUd
12,-3.439,0.02,1.491,0.777,0.257,-0.777,-0.282,-0.707,0.746,hId
8,-1.149,-1.988,0.739,-0.06,1.206,0.864,1.196,-0.3,-0.467,hid
9,-4.049,-0.558,0.064,-1.676,1.024,0.047,1.024,-0.091,-0.283,hod
1,-1.895,-0.97,-0.152,-0.161,1.509,0.487,0.809,0.044,-0.264,hId
9,-1.993,-1.13,0.556,-1.223,0.485,0.211,-0.04,-0.294,-0.548,hAd
7,-3.622,-1.108,0.685,-0.693,0.754,0.442,0.166,-0.458,0.738,hAd
1,-3.088,0.048,-0.216,-0.329,0.91,0.045,-0.075,0.101,-0.134,hed
10,-3.96,-1.235,0.152,0.031,0.664,0.558,0.841,-0.133,-0.317,hUd
12,-2.489,-0.44,-0.367,-0.069,0.533,0.011,0.118,-0.621,-0.188,had
7,-4.395,0.503,1.718,0.241,-0.817,-0.672,-0.687,-0.449,1.396,hId
13,-3.747,-1.847,-0.235,0.38,0.885,-0.049,-0.258,-0.772,-0.11,hod
12,-2.64,-0.111,0.861,0.026,-0.354,-0.425,0.083,-0.235,0.781,hEd
1,-2.67,-0.231,-0.028,-1.014,0.486,-0.137,0.448,0.285,-0.482,hYd
9,-4.139,-1.464,0.459,-0.066,1.045,-0.146,0.172,-0.124,-0.864,hUd
5,-4.744,-0.886,0.571,0.235,0.183,0.357,0.04,0.203,-1.68,hud
4,-2.861,-0.411,-0.438,-0.643,0.317,0.817,0.104,-0.481,-0.252,hYd
5,-2.973,-0.849,0.984,-0.508,0.59,0.248,0.728,0.073,-1.107,hed
12,-2.026,-0.411,0.064,0.223,-0.027,-0.424,-0.009,-0.305,0.345,hAd
6,-5.069,0.826,-0.274,0.576,0.145,0.308,1.001,-1.412,-0.306,hud
10,-2.951,0.832,-0.387,-1.502,0.272,0.756,0.538,0.616,-0.399,hOd
0,-3.015,-0.899,0.574,-1.331,0.546,0.61,-0.452,0.035,-0.156,had
4,-4.129,0.308,-0.125,0.117,0.393,0.199,0.308,-0.478,-0.909,hUd
13,-4.756,1.431,1.54,0.262,-0.277,-0.741,0.075,-0.26,0.876,hid
6,-2.514,-0.777,1.299,0.027,0.247,-0.487,-0.653,-0.028,0.481,hEd
11,-2.706,-0.691,0.31,-0.745,0.266,-0.413,0.602,0.36,-0.713,hYd
12,-3.303,-0.209,1.627,0.818,0.287,-0.541,-0.198,-0.717,0.768,hId
12,-2.898,-0.409,-0.993,-0.587,1.322,0.24,0.231,-1.068,-0.094,hOd
11,-3.265,-0.316,0.602,0.438,0.336,0.048,0.134,-0.16,-0.991,hed
5,-2.882,-0.589,0.173,-1.165,0.014,0.571,0.502,-0.093,-0.616,hYd
11,-3.242,-0.482,0.699,0.424,0.337,0.115,0.272,-0.205,-1.074,hed
0,-3.986,0.102,1.633,-2.014,0.576,-0.344,1.003,0.566,-0.245,hod
8,-2.632,0.71,1.8,-0.75,0.33,-1.128,0.177,0.339,1.166,hOd
1,-3.963,0.466,-0.564,-1.042,-0.064,0.241,0.888,-0.032,0.798,hod
4,-2.611,0.231,1.343,0.323,-0.378,-0.618,-0.219,-0.285,0.347,hEd
0,-2.12,-1.576,0.147,-0.707,1.559,-0.579,0.676,-0.809,-0.049,hEd
6,-1.985,-0.601,0.424,-0.295,-0.489,0.208,-0.216,-0.562,0.079,hAd
10,-2.395,-1.496,0.372,0.065,0.009,0.149,0.813,-0.484,-0.672,hAd
0,-4.208,0.049,1.331,-2.088,0.585,-0.05,0.82,0.606,-0.302,hod
8,-1.793,-0.739,-0.396,-0.211,0.329,-0.403,0.604,0.197,-0.251,hAd
2,-3.05,-0.686,1.543,-1.149,-0.043,0.297,0.727,0.598,0.458,hUd
6,-2.521,-0.277,0.27,-0.909,0.274,0.348,-0.028,-1.177,0.432,had
14,-3.242,-0.829,1.589,0.09,0.051,-0.504,-0.211,-0.513,1.005,hEd
8,-3.992,0.167,0.086,-1.23,-0.216,-0.824,0.837,0.521,0.978,hod
1,-3.054,-0.513,-0.085,-0.952,0.299,-0.269,0.459,0.892,-0.308,hOd
7,-4.902,-0.564,-0.536,-0.164,-0.298,0.842,-0.158,-0.906,0.358,hud
13,-4.039,-0.727,0.888,0.302,0.413,-0.381,-0.194,-0.614,0.41,hUd
11,-4.142,-0.653,0.271,-0.598,0.793,0.563,0.52,-0.118,-0.33,hUd
11,-4.052,-1.24,-0.299,-0.426,0.917,0.517,0.716,-0.21,-0.125,hod
2,-2.624,-0.156,2.023,-1.052,0.086,-0.752,1.341,0.196,0.71,hOd
10,-3.661,-0.433,0.34,0.098,0.363,0.246,0.911,-0.415,-0.507,hed
3,-3.155,0.455,0.624,-1.306,0.842,-0.123,0.909,0.328,0.876,hUd
10,-2.303,-1.493,0.305,0.047,0.056,0.026,0.902,-0.522,-0.645,hAd
12,-3.292,-0.578,0.42,-0.233,0.391,-0.241,0.437,-0.541,-0.021,hed
9,-4.718,-0.203,0.651,-0.883,1.413,-0.663,0.583,0.237,-0.307,hud
11,-2.378,-0.243,0.407,-0.428,0.229,-0.293,0.297,0.372,-0.512,had
6,-4.415,-1.313,-0.815,0.168,0.59,0.975,0.42,-0.825,-0.748,hod
2,-1.891,-0.518,1.461,-1.05,0.567,-0.307,1.152,-0.239,0.325,had
5,-3.741,-1.593,0.782,-0.298,1.378,0.184,1.458,-0.134,-1.297,hUd
8,-2.71,0.754,1.903,-0.764,0.378,-1.123,0.162,0.405,1.163,hOd
1,-4.16,0.275,0.394,-1.287,0.693,0.483,0.121,0.286,0.153,hUd
3,-1.537,-1.125,-0.213,-0.378,1.265,0.33,0.87,0.293,-0.393,hId
10,-2.667,-1.054,0.232,0.537,0.352,0.163,0.55,-0.688,-0.295,hEd
6,-4.21,-0.106,-1.247,-0.683,0.539,0.579,0.832,-0.035,-0.764,hod
1,-1.945,-1.053,-0.228,-0.12,0.927,0.088,0.509,-0.279,-0.246,hEd
6,-2.488,-0.239,-0.33,-1.355,0.284,0.101,0.934,-0.966,-0.31,hYd
13,-2.965,-0.349,1.581,-0.666,0.125,-0.025,-0.887,-0.13,1.11,hEd
5,-3.0,-0.866,1.015,-0.4,0.861,0.174,0.938,-0.216,-1.01,hed
11,-3.339,-1.264,-0.343,-0.119,0.498,0.589,0.078,0.221,-0.822,hOd
12,-2.527,-0.571,1.613,0.628,1.229,-0.687,-0.808,-0.354,0.625,hid
4,-4.188,0.502,0.552,0.735,0.395,-0.026,0.803,-0.874,-0.913,hud
11,-3.977,-1.242,-0.364,-0.217,0.594,0.759,0.6,0.069,-0.25,hod
10,-4.089,0.315,-0.05,-0.929,0.018,-0.35,1.77,0.244,-0.301,hod
9,-3.587,-0.617,1.34,-0.022,1.103,-0.072,0.368,-0.854,-0.767,hId
12,-2.489,-0.523,-0.158,-0.178,0.406,0.198,0.059,-0.589,-0.256,had
9,-4.033,-0.586,0.127,-1.447,0.62,0.197,0.711,0.48,-0.306,hod
6,-3.025,-0.147,-0.034,-1.34,0.049,0.364,1.099,-1.02,-0.652,hOd
6,-3.586,-0.359,1.307,1.587,0.99,0.18,-0.831,-0.471,0.198,hid
7,-3.654,-0.574,0.248,-0.299,0.158,0.154,0.553,-0.58,0.617,hAd
12,-3.376,-0.797,-0.849,-0.681,1.198,0.838,0.244,-0.298,-0.618,hod
0,-3.473,-0.82,0.706,-1.71,0.779,0.422,0.351,0.426,-0.267,hOd
2,-1.824,-0.669,1.483,-1.036,0.711,-0.249,1.193,-0.274,0.224,had
10,-4.617,-0.909,0.604,-0.341,0.636,0.294,0.527,0.48,-0.558,hud
7,-5.124,1.413,1.804,-0.277,-0.33,-0.746,0.221,0.06,0.46,hid
7,-4.471,-1.887,-0.799,0.719,0.938,0.239,0.342,-1.036,-0.06,hod
7,-3.133,-1.398,0.254,-0.667,0.532,0.389,-0.178,-0.584,0.844,had
6,-2.103,-0.84,1.195,0.377,0.135,-0.504,-0.549,-0.404,0.602,hEd
9,-1.928,-0.997,0.672,-1.287,0.381,0.249,0.006,-0.167,-0.637,hAd
2,-2.308,-0.203,1.493,-1.223,0.379,-0.481,1.403,-0.045,0.402,hYd
14,-3.002,-1.379,-0.188,-0.131,0.957,0.346,-0.392,-0.711,0.617,hYd
0,-3.869,-1.646,1.612,0.044,1.531,-0.493,0.862,-0.106,-1.001,hud
9,-4.782,-0.071,0.663,-0.913,1.012,-0.033,-0.103,0.483,-0.202,hud
8,-3.839,0.83,0.982,-1.11,0.617,-0.751,0.084,0.309,1.125,hUd
1,-3.985,0.584,-0.42,-1.105,-0.174,0.348,0.885,-0.165,0.65,hod
8,-2.677,-0.061,0.517,0.222,1.102,-0.425,-0.096,-0.373,-0.484,hEd
6,-4.417,-1.225,-0.853,0.041,0.536,0.885,0.533,-0.757,-0.789,hod
1,-2.441,-0.814,0.255,0.411,1.636,0.395,0.761,-0.005,-0.564,hId
9,-3.0,-1.238,1.529,0.187,2.028,0.104,0.759,-1.18,-0.634,hid
9,-3.711,-0.584,1.428,-0.033,1.062,-0.127,0.328,-1.092,-0.565,hId
2,-1.4,-1.894,0.83,-0.242,2.038,0.003,1.667,-0.515,-0.087,hId
11,-4.019,-1.058,-0.2,-0.545,1.348,0.351,0.82,-0.868,-0.434,hUd
8,-3.958,-0.074,-0.19,-1.184,-0.11,-0.679,1.198,0.442,0.563,hod
5,-3.858,0.05,1.17,0.975,0.703,0.585,-1.191,-1.172,-0.076,hid
10,-2.703,0.205,-0.63,-0.345,1.229,0.403,-0.032,0.247,-0.696,had
7,-3.894,-0.968,-0.671,-0.131,0.519,0.591,0.708,-1.515,0.121,hOd
7,-4.261,-0.482,-0.194,0.731,0.354,-0.478,0.05,-0.112,0.321,hed
6,-2.558,-0.66,1.366,0.038,-0.011,-0.443,-0.531,-0.062,0.418,hEd
5,-2.75,-0.848,0.364,-0.275,0.02,-0.003,-0.782,-0.291,0.167,hAd
13,-4.013,0.295,1.292,0.45,-0.024,-0.565,-0.588,-0.343,0.695,hId
12,-2.027,-0.297,-0.211,-0.266,0.086,-0.176,-0.179,-0.283,0.292,hAd
1,-3.03,0.314,-0.121,-0.591,0.965,0.353,-0.137,-0.221,0.075,hed
2,-1.22,-1.674,0.94,-0.425,1.463,-0.063,1.135,-0.422,0.06,hEd
10,-2.444,-0.487,-0.814,-0.151,1.285,0.077,-0.064,0.287,-0.638,had
0,-3.687,-1.593,1.603,0.123,1.424,-0.225,0.441,0.206,-0.714,hud
1,-3.092,-0.307,-0.016,-0.956,0.195,-0.227,0.367,0.958,-0.092,hOd
7,-3.961,0.11,1.232,0.21,-0.67,-0.536,-0.33,-0.268,1.098,hEd
12,-3.012,-0.806,0.389,-0.11,0.649,-0.328,0.321,-0.559,0.234,hed
