V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Class
8,-3.108,-0.389,0.249,-0.461,0.816,-0.226,0.818,0.387,0.303,hed
13,-3.065,-0.915,0.698,0.175,0.662,-0.086,-0.361,-0.774,0.951,had
12,-1.899,0.092,-0.11,-0.145,0.081,-0.067,-0.104,-0.408,-0.099,hAd
5,-2.905,-0.658,0.022,-1.121,0.25,0.467,0.484,-0.157,-0.676,hYd
6,-1.926,-0.571,0.257,-0.159,-0.493,0.27,-0.153,-0.673,-0.005,hAd
7,-4.544,0.643,1.281,0.504,-0.803,-0.709,-0.229,-0.546,1.058,hId
6,-3.76,-0.24,1.273,1.751,1.125,0.23,-0.723,-0.501,0.315,hid
4,-1.611,-0.056,-0.048,-0.044,-0.423,0.289,-0.092,-0.633,0.221,hAd
10,-4.066,-0.382,1.679,0.121,1.617,0.504,-0.315,-0.226,-0.873,hid
13,-3.554,-1.703,0.555,-0.072,1.073,0.237,-0.625,-1.067,-0.176,hOd
14,-3.66,-1.051,-0.748,0.08,1.022,0.914,0.613,0.023,-0.448,hod
7,-3.417,-1.148,0.234,-0.778,0.411,0.494,0.13,-0.704,0.764,had
12,-3.266,-0.261,1.481,0.874,0.301,-0.496,-0.012,-0.623,0.879,hId
10,-3.983,0.096,-0.333,-1.01,0.169,-0.108,1.674,0.262,-0.231,hod
13,-4.763,1.231,1.548,0.308,-0.152,-0.792,-0.124,-0.107,0.885,hid
13,-3.985,-0.426,2.163,1.114,0.016,-0.846,-0.468,-0.858,0.037,hud
6,-1.885,-0.673,0.147,-0.148,-0.4,0.252,-0.098,-0.874,0.245,hAd
11,-3.911,-1.965,0.132,-0.209,0.929,0.811,0.495,-0.142,-0.519,hod
14,-2.634,-1.32,0.833,-0.547,0.287,-0.173,-0.203,-0.001,0.802,hAd
12,-2.762,-0.145,1.157,-0.256,0.041,-0.647,-0.324,-0.128,0.806,hEd
1,-4.52,-0.088,0.513,-0.528,1.246,0.198,0.242,0.161,0.769,hud
3,-3.145,0.416,0.699,-1.378,0.892,0.02,0.89,0.221,0.834,hUd
13,-3.456,-0.862,0.887,0.281,0.435,-0.307,-0.387,-0.6,0.725,had
9,-3.19,-1.659,-0.182,-0.436,0.828,0.272,0.502,-0.857,-0.516,hOd
12,-2.776,-0.435,-1.044,-0.572,1.273,0.221,0.295,-0.986,-0.04,hOd
3,-3.062,0.935,1.443,-0.579,0.068,-1.333,0.106,0.958,0.979,hOd
11,-4.319,-0.549,1.678,0.027,1.922,-0.228,0.161,-0.47,-0.442,hud
9,-3.231,-1.161,-0.315,-0.816,0.87,0.311,0.677,-0.565,-0.7,hOd
11,-2.904,-0.656,0.832,0.61,0.805,0.568,0.041,-0.114,-0.615,hId
7,-3.581,-0.958,0.189,-0.077,0.451,0.049,0.449,-0.676,0.919,hAd
8,-3.835,0.29,-0.126,-1.68,0.195,-0.368,1.328,0.523,0.861,hod
14,-4.145,-0.115,0.907,0.669,0.478,-1.183,-0.24,-0.887,-0.365,hud
12,-3.828,-0.388,0.055,-0.185,-0.029,0.503,0.273,0.326,0.1,hUd
9,-1.895,-1.388,0.638,-0.614,0.246,-0.033,0.693,-0.27,-0.346,hEd
14,-3.811,0.278,1.552,0.754,0.492,-0.584,-0.433,-0.988,0.652,hId
10,-3.707,-0.494,0.402,0.183,0.186,0.234,1.029,-0.856,-0.408,hed
13,-3.483,-0.383,0.838,0.2,0.102,-0.162,-0.547,-0.791,1.018,hed
4,-2.842,-0.713,0.003,0.126,0.411,0.538,-0.077,-0.995,0.092,had
9,-4.074,-0.555,0.052,-1.603,0.73,-0.061,0.981,0.249,-0.25,hod
6,-4.247,0.248,1.372,1.831,1.167,0.087,-0.518,-0.316,0.347,hid
1,-4.314,1.044,1.192,0.687,0.763,0.158,-0.193,-1.342,-0.447,hid
9,-4.047,-0.423,0.147,-1.273,0.203,0.317,0.531,0.584,-0.11,hod
5,-3.006,-0.875,0.945,-0.495,0.721,0.212,0.75,-0.037,-1.054,hed
11,-4.039,-0.964,0.041,-0.4,0.976,0.65,0.659,-0.216,-0.327,hUd
11,-3.329,-0.517,0.597,0.503,0.278,0.121,0.176,-0.159,-0.98,hed
11,-3.209,-0.394,0.555,0.425,0.313,0.067,0.077,-0.163,-0.944,hed
13,-2.928,-1.361,0.323,-0.739,1.431,0.002,-0.172,-0.939,0.607,hYd
1,-4.161,0.157,0.336,-0.968,0.641,0.088,0.237,0.565,0.823,hUd
4,-3.003,-0.45,0.328,0.097,0.574,0.427,-0.017,-1.146,-0.06,had
4,-2.711,-0.023,0.053,0.101,-0.148,0.382,0.476,-1.05,-0.256,hed
14,-3.048,-0.703,-0.396,-0.639,0.92,0.674,0.686,-0.611,-0.053,hOd
8,-3.366,-0.405,1.643,0.603,1.226,0.524,0.293,-0.858,-0.668,hid
10,-3.047,-0.799,0.507,0.524,0.507,0.044,0.302,-0.731,-0.431,hEd
9,-1.998,-1.005,0.519,-1.236,0.398,0.273,0.151,-0.319,-0.49,hAd
9,-2.538,-1.029,0.146,-0.922,0.201,-0.058,0.835,-0.712,-0.074,had
4,-3.249,0.589,1.408,0.023,-0.821,-0.581,0.031,0.068,0.325,hEd
14,-3.709,0.138,1.551,0.975,0.923,-0.396,-0.234,-1.154,0.736,hId
3,-2.475,0.864,0.397,-1.17,-0.234,-0.388,0.825,0.16,0.057,hYd
13,-3.446,-0.37,0.926,0.194,0.141,-0.098,-0.557,-0.889,0.985,hed
3,-1.823,-1.624,0.52,0.052,1.711,0.535,1.318,-0.115,-0.505,hid
14,-3.059,-0.847,-0.364,-0.484,1.025,0.502,0.506,-0.733,0.078,hOd
14,-2.643,-1.265,0.759,-0.442,0.159,-0.032,-0.145,-0.164,0.86,hAd
8,-1.707,-1.012,-0.622,-0.293,0.279,-0.276,0.477,0.05,-0.2,hAd
3,-2.483,0.185,0.284,-0.917,0.73,-0.111,0.613,0.373,0.184,hed
11,-2.289,-0.816,0.228,0.867,0.616,0.338,0.298,-0.843,-0.832,hEd
4,-2.681,0.252,1.239,0.469,-0.339,-0.652,-0.417,-0.246,0.412,hEd
5,-2.952,-0.74,1.311,0.424,0.853,-0.319,-0.082,-1.456,0.616,hEd
3,-2.291,0.352,0.354,-0.714,0.08,-0.181,0.787,0.709,-0.409,had
7,-4.149,-0.008,1.215,0.39,-0.474,-0.4,-0.343,-0.344,0.886,hEd
11,-2.941,-0.855,0.902,0.635,0.924,0.466,0.01,-0.342,-0.588,hId
8,-2.484,0.624,1.951,-0.646,0.381,-1.106,0.036,0.24,1.291,hOd
11,-3.285,-0.897,0.917,0.127,0.402,-0.011,0.502,-0.557,-0.715,hed
6,-3.431,-0.362,1.173,1.59,0.956,0.162,-0.853,-0.364,0.084,hid
11,-2.162,-0.267,-0.287,-0.026,0.122,0.168,-0.024,-0.268,-0.27,hAd
8,-3.366,-0.898,0.258,0.282,0.835,0.29,0.681,0.431,-0.461,hed
3,-3.53,0.903,1.887,-1.279,0.008,-1.441,0.657,0.873,1.042,hod
9,-3.019,-1.265,1.497,0.171,1.997,0.178,0.847,-1.16,-0.548,hid
4,-3.406,1.025,0.108,-1.1,-0.316,0.099,1.541,-0.304,-0.671,hOd
9,-4.064,-0.545,0.03,-1.645,0.904,0.103,0.907,0.05,-0.322,hod
8,-4.982,0.96,1.253,-0.64,0.588,-0.484,-0.31,-0.246,1.18,hud
5,-4.188,-0.456,1.077,-1.385,-0.104,0.459,0.558,0.701,-0.32,hod
14,-3.32,-0.586,1.688,-0.262,0.392,-0.478,-0.461,-0.522,0.929,hEd
4,-2.689,0.157,1.501,0.349,-0.412,-0.49,-0.512,-0.277,0.422,hEd
11,-4.048,-1.15,-0.209,-0.53,0.871,0.445,0.716,-0.131,0.139,hod
0,-2.135,-1.632,0.121,-0.704,1.6,-0.628,0.713,-0.903,-0.027,hEd
13,-3.029,-0.899,0.674,-1.046,0.558,0.204,-0.155,-0.237,0.655,hAd
9,-3.725,-0.737,0.433,-0.369,1.047,0.12,0.425,-0.678,-0.391,hed
1,-4.676,0.075,0.73,-0.933,1.493,0.049,0.076,0.254,0.276,hud
13,-3.371,-0.919,0.843,0.221,0.541,-0.317,-0.37,-0.5,0.652,had
9,-3.756,-0.716,0.529,-0.284,1.121,0.022,0.127,-0.782,-0.394,hed
8,-2.784,0.145,0.309,-0.931,1.342,0.017,0.589,-0.044,-0.273,had
7,-5.034,-1.633,-0.285,0.398,0.181,-0.211,-0.508,-0.283,0.304,hud
5,-2.884,-0.764,-0.108,-1.015,0.361,0.712,0.133,-0.017,-0.847,hYd
13,-3.57,-1.576,0.563,0.002,0.759,0.285,-0.466,-1.409,0.586,hOd
10,-3.676,-0.563,2.377,0.096,1.854,0.303,0.296,-0.358,-1.205,hid
3,-2.559,0.408,-0.001,-1.077,0.125,-0.254,0.975,0.07,-0.47,hYd
9,-3.152,-1.573,-0.204,-0.485,0.723,0.308,0.652,-0.872,-0.586,hOd
0,-4.074,0.152,1.556,-1.613,-0.047,0.222,0.252,0.775,0.125,hod
11,-3.242,-0.632,-0.332,-0.421,0.226,0.536,0.142,0.623,-0.616,hOd
0,-3.86,-0.939,0.688,-0.675,1.679,-0.512,0.928,-0.167,-0.434,hUd
13,-2.926,-1.242,0.396,-1.029,1.548,0.05,-0.592,-0.331,0.595,hYd
0,-3.648,-1.378,1.578,0.065,1.577,-0.466,0.702,0.06,-0.836,hud
8,-2.769,-0.194,0.349,-0.958,0.089,-0.245,1.004,0.6,-0.336,hYd
0,-3.062,-1.071,1.061,-0.355,1.99,-0.21,0.796,-0.358,-0.299,hId
0,-3.482,-0.433,1.048,-1.995,0.902,0.322,0.45,0.377,-0.366,hOd
8,-3.776,0.92,0.722,-1.164,0.774,-0.01,0.657,0.248,1.055,hUd
8,-2.613,-0.54,0.484,0.389,1.741,0.198,0.257,-0.375,-0.604,hId
7,-4.469,-1.74,-0.886,0.447,0.883,0.374,0.577,-0.908,-0.089,hod
12,-2.676,-0.098,1.047,-0.04,-0.131,-0.56,-0.03,-0.192,0.705,hEd
11,-2.147,-0.355,-0.082,-0.194,0.296,0.146,-0.083,-0.314,-0.308,hAd
7,-4.373,-0.792,-1.332,-0.202,0.597,0.192,1.133,-1.131,-0.28,hod
8,-2.499,-0.82,0.346,0.347,1.696,0.245,0.689,-0.084,-0.596,hId
5,-3.777,-0.983,0.846,-0.373,0.96,-0.04,1.331,0.247,-1.09,hUd
9,-3.735,-0.818,0.463,-0.221,1.144,0.023,0.224,-0.745,-0.325,hed
12,-2.814,-0.088,0.597,-0.033,-0.29,-0.445,0.113,-0.136,0.662,hEd
8,-2.594,-0.292,0.521,0.26,1.204,-0.337,0.261,-0.332,-0.51,hEd
6,-2.812,-0.661,0.109,-0.011,0.11,0.187,0.096,-1.538,0.592,hed
3,-2.052,-0.488,0.041,-0.131,0.273,-0.112,-0.064,0.307,-0.8,hAd
5,-4.885,-0.948,0.373,0.255,-0.121,0.43,-0.013,0.018,-1.518,hud
11,-4.022,-0.623,1.461,0.02,1.904,-0.074,0.464,-0.541,-0.211,hud
3,-2.076,-0.584,0.19,-0.35,0.518,-0.406,0.313,0.027,-0.724,hAd
12,-2.879,-0.572,0.425,-0.248,0.213,0.176,-0.281,-0.404,0.605,had
13,-4.045,-0.3,2.002,0.826,-0.18,-0.768,-0.408,-0.787,0.156,hud
4,-4.497,0.609,0.115,0.673,0.709,-0.03,0.861,-0.704,-1.038,hud
3,-1.953,-1.543,0.619,0.056,1.742,0.592,1.289,-0.163,-0.523,hid
1,-3.84,0.121,-0.656,-1.066,0.329,0.734,0.875,-0.295,0.418,hod
8,-2.696,-0.52,0.294,-0.989,0.019,-0.066,1.106,0.361,-0.396,hYd
0,-2.852,-0.755,0.825,-1.588,0.855,0.217,-0.246,0.238,-0.365,had
8,-2.92,-0.116,0.451,-0.859,-0.035,-0.307,0.874,0.622,-0.301,hYd
12,-3.699,0.268,1.585,0.85,1.381,-0.867,-0.71,-0.19,0.567,hid
0,-3.046,-1.165,0.94,-0.386,1.978,-0.186,0.811,-0.394,-0.198,hId
14,-2.584,-1.451,0.889,-0.464,0.285,-0.213,-0.245,-0.138,1.206,hAd
4,-3.034,0.263,1.521,0.66,1.622,-0.361,-0.468,-0.74,0.517,hid
11,-2.58,-0.311,0.273,-0.148,0.262,-0.062,0.167,0.337,-0.692,had
8,-2.509,0.354,0.663,-0.724,0.418,-0.496,0.713,0.638,-0.204,had
2,-1.384,-2.266,0.937,-0.289,2.29,0.463,1.096,-1.436,-0.701,hid
9,-4.827,-0.099,0.599,-0.723,0.741,0.089,-0.214,0.518,-0.074,hud
5,-2.497,-0.607,0.02,-0.71,0.612,0.093,0.272,-0.06,-0.507,had
6,-2.353,-0.433,-0.193,-0.715,0.359,0.26,0.273,-1.206,0.36,had
2,-1.475,-1.009,1.202,-0.846,0.883,-0.138,0.822,-0.165,0.198,hAd
2,-2.227,-0.156,1.554,-1.19,0.332,-0.548,1.362,-0.013,0.369,hYd
2,-1.298,-2.433,0.955,-0.278,2.252,0.285,0.915,-1.569,-0.562,hid
14,-3.642,-1.031,-0.761,0.046,1.255,0.841,0.512,-0.259,-0.447,hod
10,-3.034,-0.946,0.931,0.128,1.514,0.142,0.932,-0.104,-0.974,hId
4,-1.577,-0.291,0.007,-0.256,-0.233,0.187,-0.052,-0.627,0.238,hAd
4,-3.661,-0.117,-0.237,-0.755,0.092,0.686,0.381,-0.58,-0.687,hOd
6,-4.384,-0.905,-0.965,-0.16,0.498,0.809,0.66,-0.613,-0.831,hod
5,-2.906,-0.491,0.575,-0.386,0.771,-0.134,0.977,-0.54,-0.604,had
4,-2.942,-0.353,-0.364,-0.61,0.401,0.864,0.191,-0.764,-0.235,hYd
14,-4.094,-0.149,1.017,0.683,0.536,-1.023,-0.127,-1.142,-0.421,hud
5,-2.875,-0.728,1.439,0.355,0.846,-0.378,-0.233,-1.072,0.505,hEd
10,-3.894,-0.407,1.973,0.043,1.891,0.411,-0.095,-0.436,-1.015,hid
5,-2.693,-0.87,1.341,0.317,0.925,-0.328,-0.169,-0.936,0.399,hEd
0,-3.543,-1.22,0.699,-0.769,1.579,-0.379,1.158,0.181,-0.178,hUd
4,-1.693,-0.038,-0.051,-0.174,-0.372,0.117,0.053,-0.611,0.3,hAd
13,-2.931,-0.896,0.685,-1.0,0.504,0.212,-0.276,-0.203,0.595,hAd
3,-2.434,0.127,0.224,-0.811,0.666,-0.233,0.705,0.408,0.136,hed
9,-2.691,-1.067,0.174,-0.649,0.431,-0.017,0.655,-0.498,-0.292,had
7,-4.316,-0.087,1.285,0.126,-0.128,-0.286,-0.463,-0.294,0.691,hEd
9,-3.871,-0.606,1.428,0.044,0.844,-0.013,0.126,-1.218,-0.553,hId
10,-2.817,-1.127,0.707,0.399,0.406,0.289,0.319,-0.691,-0.379,hEd
3,-3.198,0.392,0.423,-1.203,0.656,-0.428,0.994,0.576,0.865,hUd
8,-4.683,0.888,2.302,-0.562,0.395,-0.401,-0.289,-0.839,1.165,hud
14,-3.743,-0.874,-0.79,-0.312,1.759,0.679,0.565,-0.521,-0.485,hod
0,-3.327,-0.694,1.365,-0.265,1.933,-0.363,0.51,-0.621,-0.488,hId
1,-3.058,-0.351,-0.255,0.038,0.692,-0.173,0.226,0.202,-0.593,hed
3,-4.066,-0.049,0.458,-0.357,1.331,-0.129,0.848,0.509,0.317,hud
7,-3.949,-0.643,-0.986,-0.175,0.768,0.249,0.803,-1.479,0.168,hOd
10,-2.482,-1.289,0.112,0.285,0.096,0.022,0.832,-0.333,-0.764,hAd
7,-4.151,-0.605,0.111,0.41,0.354,-0.284,-0.381,-0.507,0.737,hed
10,-3.896,-0.816,-0.014,-0.125,0.168,0.307,1.203,0.246,-0.118,hUd
5,-2.898,-0.81,-0.043,-1.164,0.448,0.69,0.218,-0.078,-0.876,hYd
1,-4.136,-0.407,-0.038,-0.687,1.031,0.491,0.157,0.305,0.028,hUd
3,-3.565,0.958,1.976,-1.268,0.091,-1.363,0.72,0.738,1.145,hod
13,-3.194,-0.774,0.814,-1.087,0.618,0.218,-0.45,-0.003,0.526,hAd
4,-2.939,-0.451,-0.209,-0.88,0.697,0.823,-0.035,-0.744,-0.193,hYd
14,-3.232,-0.832,1.674,-0.042,0.296,-0.553,-0.443,-0.413,0.96,hEd
7,-4.468,-0.42,-1.197,0.338,0.6,-0.11,0.314,-1.248,-0.012,hUd
1,-2.945,-0.312,-0.239,-0.447,1.36,0.014,-0.102,0.021,-0.564,hed
3,-2.343,0.373,0.492,-0.667,0.279,-0.24,0.827,0.589,-0.267,had
4,-2.445,-0.677,-0.46,-0.14,-0.002,1.014,0.061,-0.599,0.175,had
9,-3.239,-1.406,-0.455,-0.454,1.219,0.078,0.383,-0.776,-0.413,hOd
5,-3.518,-0.365,1.788,0.584,1.678,-0.109,-0.016,-1.501,0.002,hId
10,-4.611,-0.856,1.161,-0.612,0.469,0.162,0.705,0.37,-0.916,hud
4,-4.077,0.039,0.082,0.218,0.393,0.324,0.399,-0.658,-0.964,hUd
3,-1.548,-1.659,0.244,-0.101,1.562,0.551,1.248,0.129,-0.456,hid
12,-2.851,-0.184,1.281,0.0,-0.146,-0.172,-0.419,-0.307,0.874,hEd
0,-3.712,-1.171,0.647,-0.767,1.698,-0.347,0.92,0.159,-0.359,hUd
9,-1.948,-1.012,0.537,-1.229,0.183,0.46,-0.002,-0.178,-0.576,hAd
2,-4.376,-0.269,1.32,-0.66,0.159,0.719,0.008,1.058,0.472,hud
13,-4.711,1.244,1.746,0.311,-0.305,-0.691,-0.137,-0.288,1.023,hid
0,-2.724,-1.142,0.923,-1.157,1.17,-0.276,0.172,-0.008,-0.649,hYd
10,-4.103,0.255,-0.103,-0.994,0.097,-0.345,2.039,0.02,-0.43,hod
2,-1.417,-2.254,1.072,-0.221,2.268,0.43,0.923,-1.486,-0.698,hid
13,-3.4,-1.805,0.814,-0.162,1.445,-0.11,-0.499,-1.201,-0.046,hOd
14,-3.396,-0.602,0.407,0.204,0.366,0.067,0.044,-1.352,0.871,hed
14,-2.924,-1.138,0.066,0.1,0.683,0.162,-0.399,-0.882,0.827,had
4,-3.543,0.674,1.413,0.653,-0.445,-0.803,-0.256,-0.65,0.423,hId
12,-4.299,0.244,0.177,-0.436,0.261,-0.308,1.175,-0.227,-1.115,hud
7,-5.131,1.364,1.936,-0.591,-0.354,-0.677,0.15,0.178,0.38,hid
0,-2.887,-0.83,0.682,-1.557,0.818,0.448,-0.382,0.207,-0.402,had
4,-3.693,0.727,1.236,0.612,1.502,-0.804,-0.763,-0.346,0.788,hid
5,-3.594,-0.028,1.018,1.069,0.723,0.695,-0.982,-1.433,0.249,hid
13,-3.055,-0.686,0.964,-1.29,0.545,0.337,-0.299,-0.173,0.69,hAd
4,-4.544,1.028,-0.016,0.447,0.884,-0.094,0.885,-0.459,-1.099,hud
13,-2.942,-1.217,0.384,-0.994,1.467,0.134,-0.458,-0.465,0.646,hYd
0,-3.459,-0.595,0.937,-1.841,0.6,0.457,0.4,0.473,-0.211,hOd
8,-2.295,-0.619,-0.041,0.143,0.378,-0.602,0.335,-0.114,-0.391,hAd
3,-2.007,-0.581,-0.027,0.127,0.081,0.089,-0.016,0.115,-0.719,hAd
0,-3.171,-1.128,0.911,-0.388,2.014,-0.212,0.707,-0.551,-0.187,hId
5,-4.172,-0.375,1.028,-1.41,0.008,0.513,0.635,0.802,-0.28,hod
10,-3.878,-0.155,-0.668,-1.207,0.541,0.022,1.972,-0.029,-0.29,hod
12,-3.415,0.241,2.038,0.622,1.027,-0.701,-0.66,-0.418,0.781,hid
0,-3.665,-0.641,1.791,-0.194,1.686,-0.359,0.57,-0.676,-0.841,hid
6,-2.452,-0.805,1.141,0.239,0.176,-0.104,-0.752,-0.334,0.731,hEd
14,-3.309,-0.615,0.365,0.251,0.439,0.011,0.119,-1.219,0.695,hed
11,-3.008,-0.9,0.214,-0.565,-0.197,0.449,0.305,0.413,-0.3,hOd
0,-2.368,-1.556,1.162,-0.819,0.941,-0.572,0.345,-0.279,-0.736,hAd
9,-2.029,-1.482,0.813,-0.681,0.422,0.016,0.751,-0.3,-0.237,hEd
13,-3.852,-1.556,-0.336,-0.305,1.133,-0.152,0.237,-0.915,-0.445,hod
1,-3.917,0.409,-0.531,-1.15,0.017,0.605,0.977,-0.328,0.447,hod
9,-4.13,-1.424,0.359,-0.273,1.297,-0.454,0.62,-0.527,-0.709,hUd
12,-3.356,-0.653,-0.9,-0.661,1.43,0.901,0.395,-0.139,-0.726,hod
13,-3.862,-0.65,0.99,0.724,0.641,-0.293,-0.519,-1.055,0.653,hUd
4,-3.485,0.582,1.501,0.578,1.48,-0.663,-0.602,-0.318,0.575,hid
7,-3.82,-1.13,0.45,-0.471,0.665,0.298,-0.175,-0.473,0.848,had
7,-3.434,-1.065,-0.122,-0.795,0.363,1.403,-0.507,-0.375,0.015,hYd
3,-2.439,0.082,0.242,-0.693,0.595,-0.353,0.702,0.413,0.098,hed
1,-2.724,-0.56,-0.077,-0.944,0.548,-0.08,0.4,0.144,-0.63,hYd
13,-3.99,0.503,0.845,0.774,-0.114,-0.641,-0.282,-0.734,0.877,hId
3,-2.089,-0.528,-0.232,0.385,-0.137,0.033,0.071,0.033,-0.744,hAd
7,-3.597,-1.492,-0.142,-0.297,0.815,0.87,-0.49,-0.471,0.41,hYd
12,-4.386,0.075,-0.018,-0.436,0.566,-0.288,0.936,-0.577,-1.01,hud
8,-3.824,1.093,1.024,-1.09,0.56,-0.336,0.299,0.126,1.005,hUd
1,-3.105,-0.207,0.031,-0.897,0.021,-0.229,0.256,1.073,-0.065,hOd
2,-1.28,-1.647,0.968,-0.418,1.609,-0.031,1.224,-0.374,0.044,hEd
13,-3.053,-0.729,0.828,-1.211,0.499,0.326,-0.136,-0.263,0.75,hAd
8,-4.848,0.932,1.615,-0.589,0.592,-0.446,-0.366,-0.447,1.294,hud
3,-2.314,0.294,0.245,-0.769,0.05,-0.068,0.819,0.618,-0.572,had
10,-2.758,-0.282,-0.449,-0.485,0.788,0.12,0.792,0.023,-0.949,hYd
6,-2.922,0.214,0.122,-1.477,-0.173,0.045,1.38,-0.635,-0.757,hOd
5,-3.462,-0.447,0.0,-0.416,0.767,0.569,-0.072,-0.08,-0.798,hOd
4,-3.682,0.041,-0.508,-0.905,0.028,0.492,0.654,-0.722,-0.318,hOd
2,-3.813,-0.157,1.561,-1.503,-0.366,-0.581,1.412,0.29,-0.099,hod
3,-1.614,-1.195,-0.252,-0.257,1.251,0.281,0.898,0.188,-0.423,hId
13,-3.52,-1.867,0.691,0.263,0.822,0.14,-0.62,-1.098,0.083,hOd
11,-2.723,-0.636,0.336,-0.677,0.156,-0.342,0.479,0.381,-0.729,hYd
14,-4.264,0.065,0.794,0.323,0.515,-1.282,-0.14,-0.863,-0.39,hud
10,-2.615,-1.162,0.395,0.459,0.345,0.298,0.456,-0.62,-0.307,hEd
11,-4.039,-1.007,-0.139,-0.542,0.587,0.535,0.465,0.194,0.168,hod
12,-1.948,-0.068,-0.211,-0.238,0.263,-0.27,-0.238,-0.342,0.147,hAd
11,-4.094,-0.845,-0.026,-0.538,0.964,0.666,0.647,-0.412,-0.477,hUd
11,-2.961,-0.8,0.962,0.658,1.012,0.347,-0.015,-0.425,-0.746,hId
4,-3.278,1.047,1.152,0.725,0.168,-0.839,-0.381,-0.687,0.013,hId
6,-2.528,-0.144,-0.171,-0.077,0.26,-0.045,0.681,-1.399,-0.066,hed
1,-3.146,-0.683,-0.032,-0.693,-0.06,-0.267,0.476,0.982,-0.352,hOd
0,-3.582,-0.358,1.162,-1.953,0.621,0.339,0.355,0.415,-0.259,hOd
11,-2.46,-1.404,0.928,0.122,2.049,0.274,0.532,-1.113,-0.769,hid
9,-2.008,-1.489,0.654,-0.685,0.313,-0.085,0.856,-0.516,-0.053,hEd
9,-2.045,-1.46,0.652,-0.701,0.352,-0.087,0.793,-0.567,-0.013,hEd
7,-3.85,-1.055,-0.335,-0.164,0.41,0.913,-0.391,-0.338,0.26,hYd
8,-1.53,-0.925,0.054,-0.565,1.593,0.123,1.117,0.338,0.026,hId
4,-3.893,0.079,-0.151,-1.093,-0.518,0.198,1.583,-0.257,-0.169,hod
